CBF,In,Out,Nº,Clube
163064,00:00 - 1T,45:00 - 2T,1,Brusque/SC
141955,00:00 - 1T,45:00 - 2T,1,HercilioLuzFutebolClube/SC
402841,00:00 - 1T,45:00 - 2T,2,Brusque/SC
167312,00:00 - 1T,45:00 - 2T,2,HercilioLuzFutebolClube/SC
292096,00:00 - 1T,45:00 - 2T,3,Brusque/SC
181198,00:00 - 1T,45:00 - 2T,3,HercilioLuzFutebolClube/SC
167760,00:00 - 1T,45:00 - 2T,4,Brusque/SC
329988,00:00 - 1T,45:00 - 2T,4,HercilioLuzFutebolClube/SC
454694,00:00 - 1T,45:00 - 2T,5,Brusque/SC
354866,00:00 - 1T,45:00 - 2T,5,HercilioLuzFutebolClube/SC
186040,00:00 - 1T,45:00 - 2T,6,Brusque/SC
350451,00:00 - 1T,45:00 - 2T,6,HercilioLuzFutebolClube/SC
329667,00:00 - 1T,24:00 - 2T,7,Brusque/SC
298313,00:00 - 1T,45:00 - 2T,7,HercilioLuzFutebolClube/SC
298523,00:00 - 1T,43:00 - 2T,8,Brusque/SC
181751,00:00 - 1T,45:00 - 2T,8,HercilioLuzFutebolClube/SC
432076,00:00 - 1T,33:00 - 2T,9,Brusque/SC
395092,00:00 - 1T,45:00 - 2T,9,HercilioLuzFutebolClube/SC
322462,00:00 - 1T,45:00 - 2T,10,Brusque/SC
359887,00:00 - 1T,45:00 - 2T,10,HercilioLuzFutebolClube/SC
324735,00:00 - 1T,45:00 - 2T,11,Brusque/SC
359353,00:00 - 1T,45:00 - 2T,11,HercilioLuzFutebolClube/SC
386790,24:00 - 2T,45:00 - 2T,17,Brusque/SC
317054,33:00 - 2T,45:00 - 2T,15,Brusque/SC
331921,43:00 - 2T,45:00 - 2T,14,Brusque/SC
