CBF,In,Out,Nº,Clube
172624,00:00 - 1T,45:00 - 2T,1,Campinense/PB
176288,00:00 - 1T,45:00 - 2T,1,GuaranydeSobral/CE
369271,00:00 - 1T,45:00 - 2T,2,Campinense/PB
432698,00:00 - 1T,45:00 - 2T,2,GuaranydeSobral/CE
387888,00:00 - 1T,45:00 - 2T,3,Campinense/PB
404356,00:00 - 1T,45:00 - 2T,3,GuaranydeSobral/CE
178201,00:00 - 1T,45:00 - 2T,4,Campinense/PB
329434,00:00 - 1T,45:00 - 2T,4,GuaranydeSobral/CE
520789,00:00 - 1T,45:00 - 2T,6,Campinense/PB
357129,00:00 - 1T,45:00 - 2T,5,GuaranydeSobral/CE
513060,00:00 - 1T,45:00 - 2T,9,Campinense/PB
408812,00:00 - 1T,45:00 - 2T,6,GuaranydeSobral/CE
431346,00:00 - 1T,45:00 - 2T,10,Campinense/PB
385708,00:00 - 1T,45:00 - 2T,7,GuaranydeSobral/CE
440194,00:00 - 1T,45:00 - 2T,11,Campinense/PB
534882,00:00 - 1T,45:00 - 2T,8,GuaranydeSobral/CE
530995,00:00 - 1T,45:00 - 2T,15,Campinense/PB
533812,00:00 - 1T,45:00 - 2T,9,GuaranydeSobral/CE
324953,00:00 - 1T,45:00 - 2T,23,Campinense/PB
168366,00:00 - 1T,45:00 - 2T,10,GuaranydeSobral/CE
363869,00:00 - 1T,45:00 - 2T,25,Campinense/PB
459307,00:00 - 1T,45:00 - 2T,11,GuaranydeSobral/CE
