CBF,In,Out,Nº,Clube
299833,00:00 - 1T,45:00 - 2T,1,Cuiabá/MT
160028,00:00 - 1T,45:00 - 2T,1,Botafogo/SP
166938,00:00 - 1T,INT,2,Cuiabá/MT
184247,00:00 - 1T,45:00 - 2T,2,Botafogo/SP
293385,00:00 - 1T,45:00 - 2T,3,Cuiabá/MT
190407,00:00 - 1T,45:00 - 2T,3,Botafogo/SP
157449,00:00 - 1T,45:00 - 2T,4,Cuiabá/MT
156897,00:00 - 1T,45:00 - 2T,4,Botafogo/SP
188207,00:00 - 1T,45:00 - 2T,5,Cuiabá/MT
186105,00:00 - 1T,37:00 - 2T,5,Botafogo/SP
343576,00:00 - 1T,45:00 - 2T,6,Cuiabá/MT
182630,00:00 - 1T,45:00 - 2T,6,Botafogo/SP
345210,00:00 - 1T,45:00 - 2T,7,Cuiabá/MT
323819,00:00 - 1T,22:00 - 2T,7,Botafogo/SP
341779,00:00 - 1T,45:00 - 2T,8,Cuiabá/MT
177357,00:00 - 1T,45:00 - 2T,8,Botafogo/SP
187979,00:00 - 1T,35:00 - 2T,9,Cuiabá/MT
369639,00:00 - 1T,45:00 - 2T,9,Botafogo/SP
173504,00:00 - 1T,45:00 - 2T,10,Cuiabá/MT
167953,00:00 - 1T,22:00 - 2T,10,Botafogo/SP
363229,00:00 - 1T,22:00 - 2T,11,Cuiabá/MT
183546,00:00 - 1T,45:00 - 2T,11,Botafogo/SP
172563,INT,45 - 2T,17,Cuiabá/MT
159371,22:00 - 2T,45 - 2T,18,Botafogo/SP
165064,22:00 - 2T,45 - 2T,20,Botafogo/SP
305521,22:00 - 2T,45 - 2T,18,Cuiabá/MT
291397,35:00 - 2T,45 - 2T,19,Cuiabá/MT
165040,37:00 - 2T,45 - 2T,17,Botafogo/SP
