CBF,In,Out,Nº,Clube
342154,00:00 - 1T,45:00 - 2T,1,Manaus/AM
165212,00:00 - 1T,45:00 - 2T,1,Caxias/RS
303400,00:00 - 1T,45:00 - 2T,2,Manaus/AM
188557,00:00 - 1T,45:00 - 2T,2,Caxias/RS
178353,00:00 - 1T,45:00 - 2T,3,Manaus/AM
185785,00:00 - 1T,45:00 - 2T,3,Caxias/RS
453741,00:00 - 1T,15:00 - 2T,6,Manaus/AM
184094,00:00 - 1T,45:00 - 2T,4,Caxias/RS
466948,00:00 - 1T,37:00 - 1T,7,Manaus/AM
164348,00:00 - 1T,41:00 - 2T,5,Caxias/RS
163288,00:00 - 1T,45:00 - 2T,10,Manaus/AM
176196,00:00 - 1T,45:00 - 2T,6,Caxias/RS
291329,00:00 - 1T,45:00 - 2T,13,Manaus/AM
340535,00:00 - 1T,45:00 - 2T,7,Caxias/RS
324707,00:00 - 1T,45:00 - 2T,25,Manaus/AM
313001,00:00 - 1T,17:00 - 2T,8,Caxias/RS
324119,00:00 - 1T,34:00 - 2T,44,Manaus/AM
293136,00:00 - 1T,45:00 - 2T,9,Caxias/RS
164658,00:00 - 1T,45:00 - 2T,55,Manaus/AM
344955,00:00 - 1T,45:00 - 2T,10,Caxias/RS
348773,00:00 - 1T,45:00 - 2T,99,Manaus/AM
295789,00:00 - 1T,34:00 - 2T,11,Caxias/RS
543301,37:00 - 1T,45:00 - 2T,22,Manaus/AM
363681,15:00 - 2T,45:00 - 2T,30,Manaus/AM
341926,17:00 - 2T,45:00 - 2T,16,Caxias/RS
165353,34:00 - 2T,45:00 - 2T,33,Manaus/AM
388330,34:00 - 2T,45:00 - 2T,18,Caxias/RS
332261,41:00 - 2T,45:00 - 2T,17,Caxias/RS
