CBF,In,Out,Nº,Clube
355162,00:00 - 1T,45:00 - 2T,1,Altos/PI
186430,00:00 - 1T,45:00 - 2T,1,AtléticoCearense/CE
173830,00:00 - 1T,45:00 - 2T,2,Altos/PI
292997,00:00 - 1T,45:00 - 2T,2,AtléticoCearense/CE
365590,00:00 - 1T,40:00 - 2T,3,Altos/PI
294300,00:00 - 1T,45:00 - 2T,3,AtléticoCearense/CE
427268,00:00 - 1T,45:00 - 2T,4,Altos/PI
341787,00:00 - 1T,45:00 - 2T,4,AtléticoCearense/CE
189941,00:00 - 1T,45:00 - 2T,5,Altos/PI
172943,00:00 - 1T,45:00 - 2T,5,AtléticoCearense/CE
307954,00:00 - 1T,45:00 - 2T,6,Altos/PI
298650,00:00 - 1T,45:00 - 2T,6,AtléticoCearense/CE
369601,00:00 - 1T,35:00 - 2T,7,Altos/PI
185705,00:00 - 1T,45:00 - 2T,7,AtléticoCearense/CE
178915,00:00 - 1T,24:00 - 2T,8,Altos/PI
341465,00:00 - 1T,45:00 - 2T,9,AtléticoCearense/CE
187984,00:00 - 1T,45:00 - 2T,9,Altos/PI
298776,00:00 - 1T,45:00 - 2T,10,AtléticoCearense/CE
179338,00:00 - 1T,45:00 - 2T,10,Altos/PI
342423,00:00 - 1T,45:00 - 2T,11,AtléticoCearense/CE
154065,00:00 - 1T,45:00 - 2T,11,Altos/PI
541164,00:00 - 1T,45:00 - 2T,14,AtléticoCearense/CE
142928,24:00 - 2T,45:00 - 2T,20,Altos/PI
384905,35:00 - 2T,45:00 - 2T,18,Altos/PI
369596,40:00 - 2T,45:00 - 2T,21,Altos/PI
